Year,avg_fuel_index
2017,73.0525
2018,79.07833333333333
2019,78.10833333333333
2020,68.6875
2021,81.94416666666666
2022,101.54666666666667
2023,104.20666666666666
2024,103.67166666666667
2025,99.59333333333333
2026,108.4725
